"","Project","ErrorType","Class","Method","ViolatedRule","Object","Statement","Source.Code"
"344","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.OrderbookActivity","void getOrderBook()","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r9 = interfaceinvoke $r6.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])>($r2, $r7, $r8)","https://github.com/veken0m/bitcoinium"
"345","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.BitcoinAverageActivity","void getBitcoinAverage()","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r8 = interfaceinvoke $r7.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.Ticker getTicker(java.lang.String,java.lang.String)>(varReplacer701, r2)","https://github.com/veken0m/bitcoinium"
"346","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.BitcoinAverageActivity","void getBitcoinAverage()","violating CrySL rule for javax.crypto.Mac (on Object #b753e8b1857c1fbee20c717f9bd29716e78220def29ee4d467d240614425e921)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r7 = interfaceinvoke $r6.<com.xeiam.xchange.Exchange: com.xeiam.xchange.service.polling.PollingMarketDataService getPollingMarketDataService()>()","https://github.com/veken0m/bitcoinium"
"347","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.BitcoinAverageActivity","void getBitcoinAverage()","violating CrySL rule for javax.crypto.Mac (on Object #754a8846e384218d3e31b37152761c7b62db2330df1998fb4f1ba57b62ec7cba)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r7 = interfaceinvoke $r6.<com.xeiam.xchange.Exchange: com.xeiam.xchange.service.polling.PollingMarketDataService getPollingMarketDataService()>()","https://github.com/veken0m/bitcoinium"
"348","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.GraphActivity","void generatePriceGraph()","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r11 = interfaceinvoke $r9.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])>(r3, $r5, $r10)","https://github.com/veken0m/bitcoinium"
"349","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.GraphActivity","void generatePriceGraph()","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r11 = interfaceinvoke $r9.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])>(r3, $r5, $r10)","https://github.com/veken0m/bitcoinium"
"350","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.GraphActivity","void generatePriceGraph()","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r11 = interfaceinvoke $r9.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])>(r3, $r5, $r10)","https://github.com/veken0m/bitcoinium"
"351","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.GraphActivity","void generatePriceGraph()","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r11 = interfaceinvoke $r9.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])>(r3, $r5, $r10)","https://github.com/veken0m/bitcoinium"
"352","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.btcchina.service.polling.BTCChinaPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke r0.<com.xeiam.xchange.btcchina.service.polling.BTCChinaPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"353","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXOrderBook getCampBXOrderBook(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"354","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXOrderBook getCampBXOrderBook(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"355","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXOrderBook getCampBXOrderBook(java.lang.String,java.lang.String)","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"356","com.veken0m.bitcoinium_48.apk","RequiredPredicateError","com.xeiam.xchange.btce.v2.service.BTCEHmacPostBodyDigest","void <init>(java.lang.String)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer6845)","https://github.com/veken0m/bitcoinium"
"357","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v1.service.marketdata.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v1.service.marketdata.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"358","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"359","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"360","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"361","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"362","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"363","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"364","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"365","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXOrderBook getCampBXOrderBook(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"366","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"367","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"368","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.btcchina.service.polling.BTCChinaPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.btcchina.service.polling.BTCChinaPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"369","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v1.service.marketdata.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke r0.<com.xeiam.xchange.mtgox.v1.service.marketdata.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"370","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXTicker getCampBXTicker(java.lang.String,java.lang.String)","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"371","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Ticker getTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"372","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Ticker getTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"373","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.OrderbookActivity","void getOrderBook()","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r9 = interfaceinvoke $r6.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])>($r2, $r7, $r8)","https://github.com/veken0m/bitcoinium"
"374","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXTicker getCampBXTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"375","com.veken0m.bitcoinium_48.apk","ConstraintError","com.xeiam.xchange.btcchina.service.BTCChinaDigest","void <init>(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","First parameter (with value ""HmacSHA1"") should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512}","$r5 = staticinvoke <javax.crypto.Mac: javax.crypto.Mac getInstance(java.lang.String)>(varReplacer6036)","https://github.com/veken0m/bitcoinium"
"376","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"377","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"378","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"379","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #21eb6fff7ca65974a74dc777912666558dafb7eb9f13413191f40db909700387)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.kraken.service.polling.KrakenPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"380","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Ticker getTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #29443188b75f2b9d5f2a2784337053ee570842cf6af2734d16c4eff5d10c7c56)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"381","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.Trades getTrades(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v2.service.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"382","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXOrderBook getCampBXOrderBook(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"383","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.mtgox.v1.service.marketdata.polling.MtGoxPollingMarketDataService","com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.mtgox.v1.service.marketdata.polling.MtGoxPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"384","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXTicker getCampBXTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #81fd5b426298137bb27263f36e062d449001906b60f16ee0f33b19553254b678)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"385","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.OrderbookActivity","void getOrderBook()","violating CrySL rule for javax.crypto.Mac (on Object #56356a2d250eeed6845dc475c529e11e0c6eb92359658eeeeb2d891006603607)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r9 = interfaceinvoke $r6.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])>($r2, $r7, $r8)","https://github.com/veken0m/bitcoinium"
"386","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.OrderbookActivity","void getOrderBook()","violating CrySL rule for javax.crypto.Mac (on Object #b753e8b1857c1fbee20c717f9bd29716e78220def29ee4d467d240614425e921)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","$r6 = interfaceinvoke $r5.<com.xeiam.xchange.Exchange: com.xeiam.xchange.service.polling.PollingMarketDataService getPollingMarketDataService()>()","https://github.com/veken0m/bitcoinium"
"387","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService","com.xeiam.xchange.campbx.dto.marketdata.CampBXTicker getCampBXTicker(java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.Mac (on Object #2d682f65ba0685d2c950071859cf29537e1922a49f6d70660e823bae49e64efd)","Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal","specialinvoke r0.<com.xeiam.xchange.campbx.service.polling.CampBXPollingMarketDataService: void verify(java.lang.String,java.lang.String)>($r1, $r2)","https://github.com/veken0m/bitcoinium"
"388","com.veken0m.bitcoinium_48.apk","IncompleteOperationError","com.veken0m.bitcoinium.OrderbookActivity","void getOrderBook()","violating CrySL rule for java.security.MessageDigest (on Object #42808f466868e1acfc000a278c03e6f1ca77e596a95d63a666b691906bcfedb6)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r9 = interfaceinvoke $r6.<com.xeiam.xchange.service.polling.PollingMarketDataService: com.xeiam.xchange.dto.marketdata.OrderBook getOrderBook(java.lang.String,java.lang.String,java.lang.Object[])>($r2, $r7, $r8)","https://github.com/veken0m/bitcoinium"
